employee_id,department,role_level,avg_weekly_hours,monthly_overtime_hours,meetings_per_week,email_sentiment_score,productivity_index,burnout_risk_score
1,Legal,Senior,46.71825180427471,1.9522314683384874,16,-0.07431048468404544,66.1210617506578,0.7118181446944619
2,Operations,Senior,43.175330213103436,16.860012685314565,14,-0.5579942153507045,73.69394861019941,0.7834284077371865
3,Finance,Mid,57.426988526471355,21.237263926138404,20,0.4774622109248059,76.81981169322647,0.7581117512630183
4,Legal,Mid,44.79641681300049,9.434331614424039,12,-0.9448635183283087,80.91763490916644,0.8123114215910133
5,Engineering,Junior,35.656420021347195,16.073308857914693,12,0.10949260766385116,75.24202573047178,0.5836094552664983
6,Finance,Mid,47.49972231815588,12.776589630292673,10,-0.6610234501598866,50.458497596711595,0.7656515208643385
7,Finance,Junior,45.57964433706376,9.70370426744693,7,-0.9980162710607459,59.426954124686866,0.7449635102746581
8,Legal,Lead,39.5367812618352,17.044562265732225,12,0.7384001761296142,68.41905963140809,0.43803255671505487
9,HR,Junior,37.85931158026981,7.1997840638860495,14,0.34305557562813527,71.47279855767479,0.5353134897219802
10,Engineering,Lead,39.613924101480734,12.194971228722702,9,-0.8021143558989532,78.61418359876257,0.7433982801214292
11,Legal,Junior,37.744885139985946,13.544140359626715,15,0.32814473536771116,70.43184176216772,0.5959252396211594
12,Engineering,Senior,39.87392145029686,13.326536222152217,8,0.22329466547519705,70.50707253863675,0.5518855525309645
13,Engineering,Mid,35.25762718206511,7.347559449876781,21,-0.053286625913593344,72.37797363139059,0.6346119119756989
14,Finance,Lead,45.089237505278525,24.3576313198121,7,-0.16148380314877198,67.44978261218799,0.7157154422409198
15,Operations,Junior,44.489610511670556,19.573471996932675,12,0.7741395258314698,70.86885139877812,0.5402166164539794
16,Engineering,Mid,44.761614217835756,17.942475352497524,16,-0.5097039602050975,81.2583217901175,0.8281590685725745
17,Marketing,Junior,41.501045284506766,20.59927784986717,20,-0.20337988597323342,69.16089101215996,0.8483010004005285
18,Finance,Mid,40.5786939517995,12.412569286424304,18,-0.34176917421034547,69.69787273215717,0.8036136953025763
19,HR,Mid,53.53604638122812,9.772258191417784,20,0.5424020580732671,69.6641459523281,0.6669985573746714
20,Operations,Junior,42.539247094702425,5.465785346793615,8,0.8329306124650788,82.97773813791169,0.4007801323858063
21,Marketing,Lead,52.110134768443814,7.779410472284107,5,0.6995633974804609,58.919466731705576,0.47920622699524057
22,Marketing,Lead,34.02867213466949,5.9158597181760335,5,0.595407860599537,87.75846894791195,0.33742866843611585
23,HR,Senior,46.71342267361103,8.83136711146496,19,0.9735798911401659,58.23618145484487,0.489279823450766
24,Operations,Mid,36.12237570671987,13.658853756799068,7,0.3942891008207703,63.45779738672241,0.48605266629956945
25,Finance,Senior,37.550784573653324,17.484149395268442,18,0.5021075824270675,77.4473826971532,0.5558808596665492
26,Sales,Senior,38.70475328057959,17.31812104673312,13,0.9656050794100379,80.30316695473671,0.46242269266352476
27,Operations,Junior,38.20320825116977,4.970954128626444,12,-0.9860184292016518,55.96500983001512,0.7650674686290899
28,HR,Junior,38.243162748145195,16.13477591281803,6,0.26809675287273005,59.07298136752914,0.47990118441261026
29,Marketing,Junior,51.73820071912452,18.86314462448226,8,0.47794306390657915,72.77842809471848,0.5751499669018847
30,Finance,Mid,42.36328938494112,10.47458922866796,5,0.83565410751439,93.44419387763796,0.416470511747135
31,Operations,Junior,43.80044311367687,19.186500165453232,15,0.7676886083686856,82.4626278099868,0.545154139037012
32,Sales,Junior,38.34272029158841,17.254801560601244,9,0.6839213624675886,67.51902950368189,0.46118742354710446
33,Sales,Mid,48.85551442974487,4.4124543449221925,6,0.8915825438834075,45.80870861924244,0.392789689485038
34,Engineering,Mid,44.840450225911354,25.150417118447223,17,0.07475837582741507,70.81642734421159,0.7508072102615663
35,Engineering,Lead,39.5285708452021,7.7061146151002555,21,-0.9861598088303465,73.62296803646554,0.861714868546004
36,Legal,Junior,29.325728858986857,17.74451968695314,21,-0.977891202605981,66.17304858917197,0.8723842638748983
37,HR,Junior,43.73037166721497,17.527332002391503,13,0.08927811123571616,61.49276009453405,0.6181967650754636
38,Operations,Junior,46.60543618028367,4.655928590340151,10,-0.12945552227211743,71.59165260321389,0.5915153938741572
39,Operations,Lead,34.169217293413226,13.07387690703625,7,-0.09750989326910298,60.57738806106039,0.5299895601948087
40,Legal,Junior,39.6368430504067,17.453497863235256,12,-0.199190525579926,88.72448660808723,0.6876947211235088
41,Marketing,Lead,46.29728401168765,4.5923201520918,7,0.8354516181824714,85.16744797533818,0.39523417058886817
42,Marketing,Senior,29.432575543025862,12.59769695907787,5,-0.2816592976604202,76.57912631592761,0.5334757029703027
43,Legal,Lead,36.80918253272088,17.956038326213797,17,0.7124538835261665,70.89710569119316,0.5483507005146565
44,Marketing,Senior,45.01527153301121,18.34344359872263,9,0.8057295875832817,63.3983591338644,0.48916728600500525
45,Engineering,Junior,50.84014751081288,9.617561854292171,20,-0.0009964600020904157,69.79212816109099,0.7301029265056093
46,Operations,Senior,59.48623849816934,21.26621529545292,20,-0.1061239252698234,86.39297135207276,0.8364202990933169
47,Legal,Lead,57.66923814693672,19.833132350107995,16,0.5220412084308936,78.68654058436628,0.65970465972434
48,Operations,Mid,43.15015585852807,13.447367783654403,17,0.41594301527976474,72.0369227847646,0.5566162710921213
49,Sales,Senior,38.126184948144385,8.046291340397346,8,-0.34292976680758813,79.23974334167596,0.6108984105574257
50,Engineering,Senior,49.384978142167085,5.0048890678077855,13,-0.7949037481507069,75.45610663380828,0.7703409065936677
51,Finance,Junior,37.651256610210744,14.265273968694684,20,-0.4702951996350393,73.96277539886871,0.765675758083598
52,Engineering,Lead,35.90323772043479,20.787075426340976,5,-0.7379429883754021,79.80563258991535,0.7028576127904038
53,Legal,Senior,39.5578715810792,11.117084005336858,9,-0.41053544844661727,75.17027644824758,0.6850573459192381
54,Finance,Senior,38.554613598583146,6.84550893755267,9,-0.4763568688384019,78.58551470103379,0.6676747141111378
55,Sales,Senior,45.301044984527,16.949543311055972,13,0.27542284777342707,71.61387049634509,0.6168850070602725
56,Legal,Senior,37.18078702292511,13.047074977103552,12,0.9089920569095593,67.45874176809896,0.4538637083166155
57,HR,Mid,42.68097645838252,15.095429923191592,19,0.37148746466096716,64.51837121059852,0.5747004954520389
58,Operations,Lead,54.759627611242564,8.848327974180657,8,0.8532988161291393,63.32690394529041,0.5228106509165998
59,Sales,Junior,42.97712571259238,9.780892731376404,19,0.5682645172168868,53.94829557558467,0.5916101271431702
60,Operations,Junior,54.13393830497422,8.820026017961217,17,0.45575524414234647,60.88060053188336,0.6353699701260731
61,Marketing,Mid,51.61645280852759,14.99501473690701,9,-0.17187611957331717,60.591464704178186,0.6675606660825085
62,HR,Lead,46.736321893605066,9.963625917413328,12,-0.3504109942732627,64.92654804015964,0.6938230039926914
63,HR,Senior,39.16677768049183,15.554546177826943,5,0.6925547449458385,85.62244210638292,0.4313524669415473
64,Sales,Mid,50.32406381879284,8.271770274348174,21,0.8107864658580106,68.42438044446223,0.5957300186706117
65,HR,Lead,40.00020065089541,14.985009411808338,6,-0.09623501269813595,72.4176688988431,0.6027964258643663
66,Finance,Senior,41.98392275978431,16.22268702189657,20,-0.9818738036267112,72.73319644511928,0.8955414238597417
67,HR,Mid,44.64158939332475,13.98925769765287,6,0.5850621178129409,85.87580912842367,0.4401332300685042
68,Operations,Lead,41.95706022085215,17.502260680557036,10,-0.4298623190554167,64.24414546154709,0.7190945543778847
69,Operations,Junior,36.237858252715704,9.111261047224861,11,-0.9802242699661585,67.77477919741938,0.7817702536923044
70,Legal,Junior,29.783208680137044,16.15585279751008,10,0.6099771179522442,68.93800628225817,0.4290691497687447
71,Operations,Lead,49.67306344260383,13.400071877045882,10,0.034828377633796315,81.36534855774768,0.6883252880799042
72,Legal,Junior,46.56273701445089,7.141596919458341,13,0.37042149267693825,83.44105693754454,0.5586905928673267
73,Operations,Lead,28.235112060029266,0.5578078718334982,12,0.829379642288955,74.74583819693945,0.3182353490722684
74,Finance,Senior,36.02570120370515,1.8410392291601543,13,0.08234766027621077,82.3290937406188,0.5487136135617967
75,Legal,Lead,43.432523434187075,0.0,16,0.006388145157931513,71.7766099646899,0.6434851232915296
76,Engineering,Senior,45.54057882848454,14.556775665410424,10,-0.41867575730347295,68.27396752383177,0.6762732510135221
77,Marketing,Mid,29.852370728263267,10.051385869549074,8,-0.38961233112009475,81.78724086585622,0.5452240199207723
78,Sales,Lead,41.28609066766062,12.52327403430315,11,0.5930841320592917,74.87617675233798,0.4805222187282541
79,Operations,Mid,46.31723676203171,10.917590499227892,9,-0.10194150882812592,62.64469334092418,0.7244144321538916
80,HR,Junior,39.187905584805755,15.49002043733276,14,-0.6729475827837592,79.97420938124351,0.7681264509232206
81,Operations,Senior,44.04663718747515,15.665474402686815,12,-0.8109424719990088,67.9150736897972,0.808557447765634
82,HR,Lead,38.09958494364419,12.257405002414645,5,-0.05415976627644126,66.69176477275795,0.5583814501252801
83,Marketing,Mid,49.27357081359617,12.620522679564388,19,-0.07008995276453911,78.93004368199712,0.7779917328271122
84,Marketing,Senior,35.60571428906983,12.860188130270023,7,0.3069165564107921,69.11167859155087,0.4814724073718048
85,Marketing,Senior,32.863374087244964,20.350697711003242,19,-0.05786504450971863,73.88958536040289,0.7260476313781389
86,HR,Junior,42.231414912492404,0.0,18,-0.7130485917315705,76.619395840708,0.7281129537840646
87,Operations,Junior,30.531792221692037,7.97687463030871,5,0.015605769597027086,62.17056920727616,0.4382479506138109
88,Marketing,Senior,25.15911049549768,17.19156776114074,12,0.8135788077720503,73.84850564682202,0.42188303145724093
89,Finance,Senior,50.66988238443211,18.647414989650592,11,-0.6811171767595752,83.49473105261623,0.8293309887975702
90,Legal,Lead,34.12620414751345,14.563200501109835,13,0.37950928195549793,60.4353285626039,0.48404750880712355
91,HR,Senior,31.330787339329497,10.895237948972774,16,0.1877185299310531,74.49908888831227,0.5162894163205913
92,HR,Lead,35.505929784403136,23.169358246036772,12,0.49717145342360536,61.705322654197126,0.5149753037245681
93,Operations,Senior,35.146794948713634,13.06687049954265,12,-0.6987994531448145,80.21397683840398,0.7259968376697773
94,HR,Junior,40.86310831069165,12.184715941057778,10,0.8832106738119891,80.11905583749771,0.4318063080957899
95,HR,Lead,33.25210613051227,19.99071187825774,7,0.2419328555343172,66.45677659750902,0.5017072233175996
96,Marketing,Mid,45.98548913804924,14.85330680834209,6,0.6941422753822737,92.09628652190862,0.469762278288437
97,Operations,Junior,47.169873049261724,17.638981333135145,18,-0.5067864726395288,81.06625309137284,0.82598233830284
98,Marketing,Lead,31.80006839507572,18.34183400039746,12,0.47882577879592314,77.06928985136169,0.5343762968346
99,Legal,Lead,37.0552270164129,9.765170265659417,10,0.5620614086678379,76.50610896106136,0.5247129268114025
100,Legal,Mid,37.81554207969131,22.60639087418357,8,-0.2051294552258487,79.83926909206224,0.6383682753375053
